gene,id,Disease-OMIM,Type,OMIM_ID,Mondo,Severity
CHKB,612395,"Muscular dystrophy, congenital, megaconial type, 602541 (3)",Neuromuscular,OMIM:602541,MONDO:0011246,Profound
CHM,300390,Choroideremia,Ocular,,,
CHRNA1,100690,"Multiple pterygium syndrome, lethal type, 253290 (3)",Neuromuscular,OMIM:253290,MONDO:0009668,Profound
CHRNA1,100690,"Multiple pterygium syndrome, lethal type, 253290 (3)",Neuromuscular,OMIM:253290,MONDO:0009668,Profound
CHRNA1,100690,"Multiple pterygium syndrome, lethal type, 253290 (3)",Neuromuscular,OMIM:253290,MONDO:0009668,Profound
CHRND,100720,"Myasthenic syndrome, congenital, 3B, fast-channel, 616322 (3)",Neuromuscular,OMIM:616322,MONDO:0014584,Severe
CHRNE,100725,"Myasthenic syndrome, congenital, 4A, slow-channel, 605809 (3)",Neuromuscular,OMIM:605809,MONDO:0011600,Severe
CHRNG,100730,"Escobar syndrome, 265000 (3)",Developmental,OMIM:265000,MONDO:0009926,Profound
CHST14,608429,"Ehlers-Danlos syndrome, musculocontractural type 1, 601776 (3)",Cutaneous,OMIM:601776,MONDO:0020681,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHST3,603799,"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3)",Skeletal,OMIM:143095,MONDO:0007738,Profound
CHSY1,608183,"Temtamy preaxial brachydactyly syndrome, 605282 (3)",Developmental,OMIM:605282,MONDO:0011533,Profound
CIB2,605564,"Usher syndrome, type IJ, 614869 (3)",Developmental,OMIM:614869,MONDO:0013935,Moderate
CIITA,600005,"Bare lymphocyte syndrome, type II, complementation group A, 209920 (3)",Immunodeficiency,OMIM:209920,MONDO:0008855,
CISD2,611507,"Wolfram syndrome 2, 604928 (3)",Neurodegenerative,OMIM:604928,MONDO:0011502,Severe
CIT,605629,"Microcephaly 17, primary, autosomal recessive, 617090 (3)",Developmental,OMIM:617090,MONDO:0014908,Profound
CKAP2L,616174,"Filippi syndrome, 272440 (3)",Developmental,OMIM:272440,MONDO:0010092,Profound
CLCF1,607672,"Cold-induced sweating syndrome 2, 610313 (3)",Neurologic,OMIM:610313,MONDO:0012467,Severe
CLCN2,600570,"Leukoencephalopathy with ataxia, 615651 (3)",Neurodegenerative,OMIM:615651,MONDO:0014292,Severe
CLCN4,302910,"Mental retardation, X-linked 49/15, 300114 (3), X-linked recessive",Developmental,OMIM:300114,MONDO:0010250,Profound
CLCN5,300008,"Dent disease, 300009 (3)",Renal,OMIM:300009,MONDO:0010225,Severe
CLCN7,602727,"Osteopetrosis, autosomal recessive 4, 611490 (3)",Skeletal,OMIM:611490,MONDO:0012676,Profound
CLCNKB,602023,"Bartter syndrome, type 4b, digenic, 613090 (3)",Renal,OMIM:613090,MONDO:0000909,Severe
CLCNKB,602023,"Bartter syndrome, type 4b, digenic, 613090 (3)",Renal,OMIM:613090,MONDO:0000909,Severe
CLDN1,603718,"Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis, 607626 (3)",Cutaneous,OMIM:607626,MONDO:0011874,Profound
CLDN10,617579,"HELIX syndrome, 617671 (3), Autosomal recessive",Cutaneous,OMIM:617671,MONDO:0060564,Moderate
CLDN19,610036,"Hypomagnesemia 5, renal, with ocular involvement, 248190 (3)",Metabolic,OMIM:248190,MONDO:0009548,Severe
CLMP,611693,"Congenital short bowel syndrome, 615237 (3)",Gastroenterologic,OMIM:615237,MONDO:0020718,Severe
CLN3,607042,"Ceroid lipofuscinosis, neuronal, 3, 204200 (3)",Neurodegenerative,OMIM:204200,MONDO:0008767,Profound
CLN5,608102,"Ceroid lipofuscinosis, neuronal, 5, 256731 (3)",Neurodegenerative,OMIM:256731,MONDO:0009745,Profound
CLN6,606725,"Ceroid lipofuscinosis, neuronal 6, 601780 (3)",Neurodegenerative,OMIM:601780,MONDO:0011144,Severe
CLN8,607837,"Ceroid lipofuscinosis, neuronal, 8, 600143 (3)",Neurodegenerative,OMIM:600143,MONDO:0010830,Profound
CLP1,608757,"Pontocerebellar hypoplasia, type 10, 615803 (3)",Neurodegenerative,OMIM:615803,MONDO:0014349,Profound
CLPB,616254,"3-methylglutaconic aciduria, type VII, with cataracts, neurologic involvement and neutropenia, 616271 (3)",Metabolic,OMIM:616271,MONDO:0014561,Profound
CLPP,601119,"Perrault syndrome 3, 614129 (3)",Developmental,OMIM:614129,MONDO:0013588,Severe
CLRN1,606397,"Usher syndrome, type 3A, 276902 (3)",Developmental,OMIM:276902,MONDO:0010170,Severe
CNGA3,600053,"Achromatopsia-2, 216900 (3)",Ocular,OMIM:216900,MONDO:0009003,Moderate
CNGB3,605080,"Macular degeneration, juvenile, 248200 (3)",Ocular,OMIM:248200,MONDO:0009549,Profound
CNNM4,607805,"Jalili syndrome, 217080 (3)",Developmental,OMIM:217080,MONDO:0009007,Severe
CNTNAP1,602346,"Lethal congenital contracture syndrome 7, 616286 (3)",Developmental,OMIM:616286,MONDO:0014569,Profound
CNTNAP2,604569,"Cortical dysplasia-focal epilepsy syndrome, 610042 (3)",Neurologic,OMIM:610042,MONDO:0012400,Profound
COA8,616003,"Mitochondrial complex IV deficiency, 220110 (3)",Mitochondrial,OMIM:220110,MONDO:0009068,
COG6,606977,"Congenital disorder of glycosylation, type IIl, 614576 (3)",Metabolic,OMIM:614576,MONDO:0013810,Profound
COG7,606978,"Congenital disorder of glycosylation, type IIe, 608779 (3)",Metabolic,OMIM:608779,MONDO:0012118,Profound
COL11A1,120280,"Fibrochondrogenesis 1, 228520 (3)",Skeletal,OMIM:228520,MONDO:0009226,Profound
COL11A2,120290,"Fibrochondrogenesis 2, 614524 (3)",Skeletal,OMIM:614524,,
COL17A1,113811,"Epidermolysis bullosa, junctional, non-Herlitz type, 226650 (3)",Cutaneous,OMIM:226650,MONDO:0009180,Severe
COL17A1,113811,"Epidermolysis bullosa, junctional, non-Herlitz type, 226650 (3)",Cutaneous,OMIM:226650,MONDO:0009180,Severe
COL18A1,120328,"Knobloch syndrome, type 1, 267750 (3)",Developmental,OMIM:267750,MONDO:0800167,Profound
COL27A1,608461,Steel Syndrome,Skeletal,,,
COL2A1,120140,"Otospondylomegaepiphyseal dysplasia, 215150 (3)",Skeletal,OMIM:215150,MONDO:0044206,Severe
COL4A3,120070,"Alport syndrome, autosomal recessive, 203780 (3)",Renal,OMIM:203780,MONDO:0008762,Severe
COL4A4,120131,"Alport syndrome, autosomal recessive, 203780 (3)",Renal,OMIM:203780,MONDO:0008762,Severe
COL4A5,303630,"Alport syndrome 1, X-linked",Renal,,,
COL6A1,120220,"Ullrich congenital muscular dystrophy 1, 254090 (3)",Neuromuscular,OMIM:254090,MONDO:0009681,Profound
COL6A2,120240,"Ullrich congenital muscular dystrophy 1, 254090 (3)",Neuromuscular,OMIM:254090,MONDO:0009681,Profound
COL6A3,120250,"Ullrich congenital muscular dystrophy 1, 254090 (3)",Neuromuscular,OMIM:254090,MONDO:0009681,Profound
COL7A1,120120,"Epidermolysis bullosa dystrophica, AR, 226600 (3)",Cutaneous,OMIM:226600,MONDO:0009179,Severe
COLEC11,612502,"3MC syndrome 2, 265050 (3)",Developmental,OMIM:265050,MONDO:0009927,Profound
COLQ,603033,"Myasthenic syndrome, congenital, 5, 603034 (3)",Neuromuscular,OMIM:603034,MONDO:0011281,Severe
COQ2,609825,"Coenzyme Q10 deficiency, primary, 1, 607426 (3)",Metabolic,OMIM:607426,MONDO:0011829,Profound
COQ2,609825,"Coenzyme Q10 deficiency, primary, 1, 607426 (3)",Metabolic,OMIM:607426,MONDO:0011829,Profound
COQ4,612898,"Coenzyme Q10 deficiency, primary, 7, 616276 (3)",Metabolic,OMIM:616276,MONDO:0014562,Profound
COQ6,614647,"Coenzyme Q10 deficiency, primary, 6, 614650 (3)",Metabolic,OMIM:614650,MONDO:0013836,Severe
COQ8A,606980,"Coenzyme Q10 deficiency, primary, 4, 612016 (3)",Metabolic,OMIM:612016,MONDO:0012784,Profound
COQ8B,615567,"Nephrotic syndrome, type 9, 615573 (3)",Renal,OMIM:615573,MONDO:0014257,Severe
COX10,602125,"Leigh syndrome due to mitochondrial COX4 deficiency, 256000 (3)",Mitochondrial,OMIM:256000,MONDO:0009723,
COX15,603646,"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2, 615119 (3)",Cardiovascular,OMIM:615119,MONDO:0014051,Profound
COX20,614698,"Mitochondrial complex IV deficiency, 220110 (3)",Mitochondrial,OMIM:220110,MONDO:0009068,
CPLANE1,614571,"Joubert syndrome 17, 614615 (3)",Neurologic,OMIM:614615,MONDO:0013824,Severe
CPS1,608307,"Carbamoylphosphate synthetase I deficiency, 237300 (3)",Metabolic,OMIM:237300,MONDO:0009376,Profound
CPT1A,600528,"CPT deficiency, hepatic, type IA, 255120 (3)",Metabolic,OMIM:255120,MONDO:0009705,Profound
CPT2,600650,"CPT II deficiency, lethal neonatal, 608836 (3)",Metabolic,OMIM:608836,MONDO:0012136,Profound
CRB1,604210,"Leber congenital amaurosis 8, 613835 (3)",Ocular,OMIM:613835,MONDO:0013453,Moderate
CRB2,609720,"Ventriculomegaly with cystic kidney disease, 219730 (3)",Developmental,OMIM:219730,MONDO:0009063,Severe
CRLF1,604237,"Cold-induced sweating syndrome 1, 272430 (3)",Neurologic,OMIM:272430,MONDO:0010091,Profound
CRPPA,614631,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7, 614643 (3)",Neuromuscular,OMIM:614643,MONDO:0013835,Profound
CRTAP,605497,"Osteogenesis imperfecta, type VII, 610682 (3)",Skeletal,OMIM:610682,MONDO:0012536,Profound
CSPP1,611654,"Joubert syndrome 21, 615636 (3)",Neurologic,OMIM:615636,MONDO:0014288,Profound
CSTB,601145,"Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg), 254800 (3)",Neurologic,OMIM:254800,MONDO:0009698,Profound
CTC1,613129,"Cerebroretinal microangiopathy with calcifications and cysts, 612199 (3)",Developmental,OMIM:612199,MONDO:0024564,Profound
CTNS,606272,"Cystinosis, nephropathic, 219800 (3)",Lysosomal,OMIM:219800,MONDO:0100151,Profound
CTPS1,123860,"Immunodeficiency 24, 615897 (3)",Immunodeficiency,OMIM:615897,MONDO:0014391,Severe
CTSA,613111,"Galactosialidosis, 256540 (3)",Lysosomal,OMIM:256540,MONDO:0009737,Profound
CTSC,602365,"Papillon-Lefevre syndrome, 245000 (3)",Skeletal,OMIM:245000,MONDO:0009490,Severe
CTSD,116840,"Ceroid lipofuscinosis, neuronal, 10, 610127 (3)",Neurodegenerative,OMIM:610127,MONDO:0012414,Profound
CTSF,603539,"Ceroid lipofuscinosis, neuronal, 13, Kufs type, 615362 (3)",Neurodegenerative,OMIM:615362,MONDO:0014147,Profound
CTSK,601105,"Pycnodysostosis, 265800 (3)",Skeletal,OMIM:265800,MONDO:0009940,Profound
CUL4B,300304,"Mental retardation, X-linked, syndromic 15 (Cabezas type), 300354 (3)",Neurologic,OMIM:300354,MONDO:0010306,Profound
CUL7,609577,"3-M syndrome 1, 273750 (3)",Developmental,OMIM:273750,MONDO:0010117,Profound
CWC27,617170,"Retinitis pigmentosa with or without skeletal anomalies, 250410 (3), Autosomal recessive",Ocular,OMIM:250410,MONDO:0009598,Profound
CYB5R3,613213,"Methemoglobinemia, type I, 250800 (3)",Metabolic,OMIM:250800,MONDO:0009606,Profound
CYBA,608508,"Chronic granulomatous disease, autosomal, due to deficiency of CYBA, 233690 (3)",Immunodeficiency,OMIM:233690,MONDO:0009308,Severe
CYBB,300481,"Chronic granulomatous disease, X-linked, 306400 (3)",Immunodeficiency,OMIM:306400,MONDO:0010600,Severe
CYP11A1,118485,"Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete, 613743 (3)",Endocrine,OMIM:613743,MONDO:0013400,Severe
CYP11B2,124080,"Hypoaldosteronism, congenital, due to CMO I deficiency, 203400 (3)",Endocrine,OMIM:203400,MONDO:0008751,Moderate
CYP17A1,609300,"17,20-lyase deficiency, isolated, 202110 (3)",Metabolic,OMIM:202110,MONDO:0008730,Severe
CYP1B1,601771,"Glaucoma 3A, primary open angle, congenital, juvenile, or adult onset, 231300 (3)",Ocular,OMIM:231300,MONDO:0009277,Severe
CYP27A1,606530,"Cerebrotendinous xanthomatosis, 213700 (3)",Metabolic,OMIM:213700,MONDO:0008948,Profound
CYP2U1,610670,"Spastic paraplegia 56, autosomal recessive, 615030 (3)",Neuromuscular,OMIM:615030,MONDO:0014015,Profound
CYP4F22,611495,"Ichthyosis, congenital, autosomal recessive 5, 604777 (3)",Cutaneous,OMIM:604777,MONDO:0011485,Moderate
CYP7B1,603711,"Bile acid synthesis defect, congenital, 3, 613812 (3)",Gastroenterologic,OMIM:613812,MONDO:0013439,Profound
D2HGDH,609186,"D-2-hydroxyglutaric aciduria, 600721 (3)",Metabolic,OMIM:600721,MONDO:0024554,Profound
DARS1,603084,"Hypomyelination with brainstem and spinal cord involvement and leg spasticity, 615281 (3)",Neurodegenerative,OMIM:615281,MONDO:0014115,Severe
DARS2,610956,"Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation, 611105 (3)",Neurodegenerative,OMIM:611105,MONDO:0012622,Profound
DBT,248610,"Maple syrup urine disease, type II, 248600 (3)",Metabolic,OMIM:248600,MONDO:0023691,Severe
DCAF17,612515,"Woodhouse-Sakati syndrome, 241080 (3)",Developmental,OMIM:241080,MONDO:0009419,Profound
DCDC2,605755,"Nephronophthisis 19, 616217 (3)",Renal,OMIM:616217,MONDO:0014537,Severe
DCHS1,603057,"Van Maldergem syndrome 1, 601390 (3)",Developmental,OMIM:601390,MONDO:0011070,Profound
DCLRE1C,605988,"Severe combined immunodeficiency, Athabascan type, 602450 (3)",Immunodeficiency,OMIM:602450,MONDO:0011225,Severe
DCX,300121,"Lissencephaly, X-linked, 300067 (3)",Neurologic,OMIM:300067,MONDO:0010239,Profound
DDC,107930,"Aromatic L-amino acid decarboxylase deficiency, 608643 (3)",Metabolic,OMIM:608643,MONDO:0012084,Profound
DDHD2,615003,"Spastic paraplegia 54, autosomal recessive, 615033 (3)",Neuromuscular,OMIM:615033,MONDO:0014018,Profound
DDR2,191311,"Spondylometaepiphyseal dysplasia, short limb-hand type, 271665 (3)",Skeletal,OMIM:271665,MONDO:0010077,Profound
DDX11,601150,"Warsaw breakage syndrome, 613398 (3)",Developmental,OMIM:613398,MONDO:0013252,Profound
DDX59,615464,"Orofaciodigital syndrome V, 174300 (3)",Developmental,OMIM:174300,MONDO:0008267,Profound
DENND5A,617278,"Epileptic encephalopathy, early infantile, 49, 617281 (3), Autosomal recessive",Neurologic,OMIM:617281,MONDO:0015002,Profound
DGAT1,604900,"?Diarrhea 7, protein-losing enteropathy type",Gastroenterologic,,,
DGKE,601440,"Nephrotic syndrome, type 7, 615008 (3)",Renal,OMIM:615008,MONDO:0014005,Severe
DGUOK,601465,"Mitochondrial DNA depletion syndrome 3 (hepatocerebral type), 251880 (3)",Mitochondrial,OMIM:251880,MONDO:0009636,Profound
DHCR24,606418,"Desmosterolosis, 602398 (3)",Developmental,OMIM:602398,MONDO:0011217,Profound
DHCR7,602858,"Smith-Lemli-Opitz syndrome, 270400 (3)",Developmental,OMIM:270400,MONDO:0010035,Profound
DHDDS,608172,"Retinitis pigmentosa 59, 613861 (3)",Ocular,OMIM:613861,MONDO:0013468,Severe
DHODH,126064,"Miller syndrome, 263750 (3)",Developmental,OMIM:263750,MONDO:0009903,Severe
DIS3L2,614184,"Perlman syndrome, 267000 (3)",Developmental,OMIM:267000,MONDO:0009965,Profound
DKC1,300126,"Dyskeratosis congenita, X-linked, 305000 (3)",Developmental,OMIM:305000,MONDO:0010584,Profound
DLD,238331,"Dihydrolipoamide dehydrogenase deficiency, 246900 (3)",Metabolic,OMIM:246900,MONDO:0009529,Profound
DLG3,300189,"Mental retardation, X-linked 90, 300850 (3)",Neurologic,OMIM:300850,MONDO:0010452,Profound
DLL3,602768,"Spondylocostal dysostosis 1, autosomal recessive, 277300 (3)",Skeletal,OMIM:277300,MONDO:0020692,Severe
DLL3,602768,"Spondylocostal dysostosis 1, autosomal recessive, 277300 (3)",Skeletal,OMIM:277300,MONDO:0020692,Severe
DMD,300377,"Duchenne muscular dystrophy, 310200 (3)",Neuromuscular,OMIM:310200,MONDO:0010679,Profound
DNAAF1,613190,"Ciliary dyskinesia, primary, 13, 613193 (3)",Respiratory,OMIM:613193,MONDO:0013174,Severe
DNAAF3,614566,"Ciliary dyskinesia, primary, 2, 606763 (3)",Respiratory,OMIM:606763,MONDO:0011718,Severe
DNAAF4,608706,"Ciliary dyskinesia, primary, 25, 615482 (3)",Respiratory,OMIM:615482,MONDO:0014203,Severe
DNAAF5,614864,"Ciliary dyskinesia, primary, 18, 614874 (3)",Respiratory,OMIM:614874,MONDO:0013940,Severe
DNAH11,603339,"Ciliary dyskinesia, primary, 7, with or without situs inversus, 611884 (3)",Respiratory,OMIM:611884,MONDO:0012748,Severe
DNAH5,603335,"Ciliary dyskinesia, primary, 3, with or without situs inversus, 608644 (3)",Respiratory,OMIM:608644,MONDO:0012085,Moderate
DNAI1,604366,"Ciliary dyskinesia, primary, 1, with or without situs inversus, 244400 (3)",Respiratory,OMIM:244400,MONDO:0009484,Severe
DNAI2,605483,"Ciliary dyskinesia, primary, 9, with or without situs inversus, 612444 (3)",Respiratory,OMIM:612444,MONDO:0012906,Severe
DNAJC12,606060,"Hyperphenylalaninemia, mild, non-BH4-deficient, 617384 (3), Autosomal recessive",Metabolic,OMIM:617384,MONDO:0044304,Profound
DNAJC19,608977,"3-methylglutaconic aciduria, type V, 610198 (3)",Metabolic,OMIM:610198,MONDO:0012435,Profound
DNAJC21,617048,"Bone marrow failure syndrome 3, 617052 (3), Autosomal recessive",Immunodeficiency,OMIM:617052,MONDO:0014887,Profound
DNAJC6,608375,"Parkinson disease 19, juvenile-onset, 615528 (3)",Neurodegenerative,OMIM:615528,MONDO:0014231,Profound
DNMT3B,602900,"Immunodeficiency-centromeric instability-facial anomalies syndrome 1, 242860 (3)",Immunodeficiency,OMIM:242860,MONDO:0009454,Severe
DOCK2,603122,"Immunodeficiency 40, 616433 (3)",Immunodeficiency,OMIM:616433,MONDO:0014637,Severe
DOCK6,614194,"Adams-Oliver syndrome 2, 614219 (3)",Developmental,OMIM:614219,MONDO:0013635,Profound
DOCK8,611432,"Hyper-IgE recurrent infection syndrome, autosomal recessive, 243700 (3)",Immunodeficiency,OMIM:243700,MONDO:0009478,Severe
DOK7,610285,"Myasthenic syndrome, congenital, 10, 254300 (3)",Neuromuscular,OMIM:254300,MONDO:0009690,Severe
DOK7,610285,"Myasthenic syndrome, congenital, 10, 254300 (3)",Neuromuscular,OMIM:254300,MONDO:0009690,Severe
DOLK,610746,"Congenital disorder of glycosylation, type Im, 610768 (3)",Metabolic,OMIM:610768,MONDO:0012556,Profound
DONSON,611428,"Microcephaly, short stature, and limb abnormalities, 617604 (3), Autosomal recessive",Developmental,OMIM:617604,MONDO:0060533,Profound
DPAGT1,191350,"Myasthenic syndrome, congenital, 13, with tubular aggregates, 614750 (3)",Neuromuscular,OMIM:614750,MONDO:0013883,Severe
DPH1,603527,"Developmental delay with short stature, dysmorphic features, and sparse hair, 616901 (3), Autosomal recessive",Developmental,OMIM:616901,MONDO:0014824,
DSP,125647,"Cardiomyopathy, dilated, with woolly hair and keratoderma, 605676 (3)",Cardiovascular,OMIM:605676,MONDO:0011581,Profound
DSTYK,612666,"Spastic paraplegia 23, 270750 (3), Autosomal recessive",Neuromuscular,OMIM:270750,MONDO:0010046,Profound
DYM,607461,"Dyggve-Melchior-Clausen disease, 223800 (3)",Developmental,OMIM:223800,MONDO:0009130,Profound
DYNC2H1,603297,"Short-rib thoracic dysplasia 3 with or without polydactyly, 613091 (3)",Skeletal,OMIM:613091,MONDO:0013127,Profound
DYNC2LI1,617083,"Short-rib thoracic dysplasia 15 with polydactyly, 617088 (3), Autosomal recessive",Skeletal,OMIM:617088,MONDO:0014907,Severe
DYSF,603009,"Muscular dystrophy, limb-girdle, type 2B, 253601 (3)",Neuromuscular,OMIM:253601,MONDO:0009676,Severe
EARS2,612799,"Combined oxidative phosphorylation deficiency 12, 614924 (3)",Mitochondrial,OMIM:614924,MONDO:0013971,Profound
ECEL1,605896,"Arthrogryposis, distal, type 5D, 615065 (3)",Neuromuscular,OMIM:615065,MONDO:0014028,Severe
ECHS1,602292,"Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency, 616277 (3)",Mitochondrial,OMIM:616277,MONDO:0014563,Profound
